0.000000E+00	0.000000E+00
1.001001E-04	0.000000E+00
2.002002E-04	0.000000E+00
3.003003E-04	0.000000E+00
4.004004E-04	0.000000E+00
5.005005E-04	0.000000E+00
6.006006E-04	0.000000E+00
7.007007E-04	0.000000E+00
8.008008E-04	0.000000E+00
9.009009E-04	0.000000E+00
1.001001E-03	0.000000E+00
1.101101E-03	0.000000E+00
1.201201E-03	0.000000E+00
1.301301E-03	0.000000E+00
1.401401E-03	0.000000E+00
1.501502E-03	0.000000E+00
1.601602E-03	0.000000E+00
1.701702E-03	0.000000E+00
1.801802E-03	0.000000E+00
1.901902E-03	0.000000E+00
2.002002E-03	0.000000E+00
2.102102E-03	0.000000E+00
2.202202E-03	0.000000E+00
2.302302E-03	0.000000E+00
2.402402E-03	0.000000E+00
2.502503E-03	0.000000E+00
2.602603E-03	0.000000E+00
2.702703E-03	0.000000E+00
2.802803E-03	0.000000E+00
2.902903E-03	0.000000E+00
3.003003E-03	0.000000E+00
3.103103E-03	0.000000E+00
3.203203E-03	0.000000E+00
3.303303E-03	0.000000E+00
3.403403E-03	0.000000E+00
3.503504E-03	0.000000E+00
3.603604E-03	0.000000E+00
3.703704E-03	0.000000E+00
3.803804E-03	0.000000E+00
3.903904E-03	0.000000E+00
4.004004E-03	0.000000E+00
4.104104E-03	0.000000E+00
4.204204E-03	0.000000E+00
4.304304E-03	0.000000E+00
4.404404E-03	0.000000E+00
4.504505E-03	0.000000E+00
4.604605E-03	0.000000E+00
4.704705E-03	0.000000E+00
4.804805E-03	0.000000E+00
4.904905E-03	0.000000E+00
5.005005E-03	0.000000E+00
5.105105E-03	0.000000E+00
5.205205E-03	0.000000E+00
5.305305E-03	0.000000E+00
5.405405E-03	0.000000E+00
5.505506E-03	0.000000E+00
5.605606E-03	0.000000E+00
5.705706E-03	0.000000E+00
5.805806E-03	0.000000E+00
5.905906E-03	0.000000E+00
6.006006E-03	0.000000E+00
6.106106E-03	0.000000E+00
6.206206E-03	0.000000E+00
6.306306E-03	0.000000E+00
6.406406E-03	0.000000E+00
6.506507E-03	0.000000E+00
6.606607E-03	0.000000E+00
6.706707E-03	0.000000E+00
6.806807E-03	0.000000E+00
6.906907E-03	0.000000E+00
7.007007E-03	0.000000E+00
7.107107E-03	0.000000E+00
